cliente_id,probabilidades_de_no_pago
1003070035,0.32471041458541444
1003070035,0.32471041458541444
1003070035,0.32471041458541444
1003093553,0.01
1003098195,0.8766666666666667
1003123023,0.0
1003124921,0.09075000000000001
1003124921,0.09075000000000001
1003126567,0.86
1003126567,0.86
1003140135,0.3
1003173065,0.0
10031946,0.0
10031946,0.0
1003235906,0.91
1003235906,0.91
1003235906,0.91
1003241851,0.73
1003262434,0.0
1003262434,0.0
1003291028,0.0
1003291028,0.0
1003308657,0.01
1010077671,0.47940370581430947
1010077671,0.47940370581430947
1010077671,0.47940370581430947
1010089734,0.02
1010089734,0.02
1010093309,0.0
1010093309,0.0
1010093309,0.0
1010095989,0.0
1010095989,0.0
10100982,0.0
10100982,0.0
10101182,0.0
1010124540,0.0
1010124540,0.0
1010175053,1.0
1010175053,1.0
1010175053,1.0
1010179071,0.6511954029215873
1010179071,0.6511954029215873
1010179071,0.6511954029215873
1010189308,0.0275
1010189308,0.0275
1010189308,0.0275
1010210163,0.5461016483516484
1010210163,0.5461016483516484
1010210163,0.5461016483516484
1010220582,0.0
1010220582,0.0
1010220582,0.0
1010222931,0.99
1010222931,0.99
1010222931,0.99
1016100963,0.02
1016100963,0.02
10162931,0.0
10164494,0.0
10164494,0.0
1017123259,0.02
1017123259,0.02
1017123259,0.05
1017123269,0.0
1017123269,0.0
1017124191,0.0
1017124342,0.0
1017124342,0.0
1017124342,0.0
1017124742,0.02
1017126147,0.07
1017127146,0.01
1017128640,0.0
1017128933,0.0
1017128933,0.0
1017129308,0.04
1017130524,0.0
1017130524,0.0
1017130524,0.0
1017130869,0.0
1017131260,0.0
1017131260,0.0
1017133181,0.01
1017133181,0.01
1017135246,0.05
1017135480,0.02
1017135873,0.01
1017136373,0.1
1017137415,0.0
1017138246,0.01
1017140921,0.985
1017140921,0.985
1017140921,0.985
1017141568,0.0
1017141808,0.0
1017142404,0.01
1017142404,0.01
1017142404,0.01
1017142806,0.01
1017143175,0.01
1017143245,0.0
1019027887,0.05
1019035816,0.01
1019045852,0.07
1019046223,0.0
1019046223,0.0
1019046223,0.0
1019050574,0.0
1019050946,0.094
1019052530,0.4961666666666668
1019053467,0.07416666666666667
1019060517,0.64
1019066920,0.97
1019066920,0.97
1019066920,0.97
1019067925,0.3426547619047619
1019067925,0.3426547619047619
1019067925,0.3426547619047619
1019071080,0.02
1019071080,0.02
1019071080,0.02
1019073282,0.0
1019073282,0.0
1019073282,0.0
1019078042,0.02
1019078042,0.02
1019088610,0.01
1019092815,0.23991258741258728
1019092815,0.23991258741258728
1019098189,0.9827603785103785
1019098189,0.9827603785103785
1019098189,0.9827603785103785
1019103731,0.0
1019103731,0.0
1019103731,0.0
1019104690,0.09716666666666667
1019104690,0.09716666666666667
1019106216,0.02
1019110153,0.98
1019110153,0.98
1019110153,0.98
1019113890,0.010491452991452993
1019113890,0.010491452991452993
1022391826,0.0
1022391826,0.0
1022391826,0.0
1022395050,1.0
1022395050,1.0
1022395050,1.0
1022396035,0.25201935564435557
1022396035,0.25201935564435557
1022402781,0.0
1022405564,0.3744109941885482
1022405564,0.3744109941885482
1022405564,0.3744109941885482
1022406012,0.9
1022406012,0.9
1022412684,0.03333333333333333
1022412684,0.03333333333333333
1022413470,0.0
1022413470,0.0
1022418915,0.08
1022418915,0.08
1022418915,0.08
1022419113,0.05
1022421143,0.4714984227089142
1022421143,0.4714984227089142
1022421143,0.4714984227089142
1022425179,0.05
1022425179,0.05
1022425179,0.05
1022426386,0.4566148030253798
1022426386,0.4566148030253798
1022426386,0.4566148030253798
1022432321,0.0
1022432321,0.0
1022432321,0.0
1022433697,0.04
1022434041,0.0
1022434041,0.0
1022434041,0.0
1022435142,0.29333333333333333
1028036020,0.0
1028037649,0.0
1028038586,0.0
1028038586,0.0
1028038586,0.0
1028038859,0.047634136387170296
1028039202,0.0
1028039358,0.047634136387170296
1028120609,0.03
1028120760,0.0
1028120760,0.0
10281881,0.0
10287874,0.0
10289724,0.0
10296396,0.0
10300613,0.03
10300613,0.03
10300613,0.03
1030522310,0.0
1030522310,0.0
1030524612,0.01
1030524612,0.01
1030524612,0.01
1030527500,0.0
1030527500,0.0
1030543704,0.0
1030547682,0.07
1030554032,0.0
1030554032,0.0
1035423349,0.04
1035425253,0.0
1035425253,0.0
1035425253,0.0
1035426799,0.04230952380952381
1035426799,0.04230952380952381
1035426799,0.04230952380952381
1035427122,0.04
1035428326,0.0
1035428326,0.0
1035428326,0.0
1035428688,0.0
1035429625,0.0
1035430255,0.03
1035430255,0.03
1035430255,0.03
1035430353,0.0
1035430353,0.0
1035430353,0.0
1035430563,0.0
1035430563,0.0
1035430664,0.0275
1035430664,0.0275
1035431026,0.0
1035432319,0.0
1035432717,0.0
1035433518,0.0
1035433518,0.0
1035433518,0.0
1035433643,0.01
1035433643,0.01
1035435294,0.0
1035435627,0.01
1035435627,0.01
1035435627,0.01
1035436198,0.0
1035438671,0.0
1035438787,0.0
1035438931,0.05
1035439113,0.01
1035439229,0.0
1035440135,0.0
1035440470,1.0
1035440470,1.0
1035440470,1.0
1035520249,0.0
1035520769,0.0
1035521183,0.03
1035521183,0.03
1035521429,0.0
1035522441,0.06
1035581567,0.89
1035581567,0.89
1035833513,0.0
1035833513,0.0
1035833513,0.0
1035851300,0.0
1035851300,0.0
1035851300,0.0
1036955560,0.04
1036955560,0.04166666666666666
1036956751,0.061
1036963384,0.0
1036963384,0.0
1036963384,0.0
1036965396,0.0
1036965396,0.0
1036965396,0.0
1037070471,0.02
1037071086,0.05
1037071086,0.05
1037071086,0.05
1037071232,0.0
1037122231,0.04
1037122231,0.06
1037263924,0.4965437824559342
1037263924,0.4965437824559342
1037263924,0.4965437824559342
1037265735,0.04
1037269308,0.0
1037269308,0.0
1037269308,0.0
1037322865,0.62
1037326342,0.0
1037326342,0.0
1037326342,0.0
1037370010,0.0
1037370126,0.0
1037390163,1.0
1037390163,1.0
1037448243,0.0
1037448243,0.0
1037450203,0.0
1037469090,0.04
1037469090,0.04
1037470826,0.845
1002258685,0.04
1002258909,0.78
1002258909,0.94
1002258909,0.94
1002300440,0.11
1002300440,0.11
1002300440,0.11
10023033,0.0
10023033,0.0
10023033,0.0
10023564,0.0
10023948,0.0
1002542391,0.0
10025710,0.01657827676834893
1002652148,0.67
1002674358,0.4714984227089142
1002674358,0.4714984227089142
1002674358,0.4714984227089142
1002718100,0.0
1002718100,0.0
1002718230,0.01
1002718230,0.01
1002718230,0.01
10027448,0.01657827676834893
10027899,0.0
10028114,0.0
10028117,0.0
1007868622,0.67
1007901183,0.0
1007901377,0.0
1007901377,0.0
1007901377,0.0
1007909449,0.88
1007909449,0.88
1007909449,0.71
1007963377,0.0
1007963377,0.0
1007963377,0.83
10080759,0.0
10081949,0.0
10081949,0.0
10082837,0.0
10082837,0.0
10082837,0.0
10082876,0.0
10084947,0.0
10085577,0.0
10086164,0.0
10087514,0.0
10090111,0.0
10092216,0.0
10093425,0.0
10093787,0.0
10094671,0.0
10094958,0.0
10096085,0.0
10096151,0.0
10096216,0.0
10097620,0.0
10097620,0.0
10097732,0.01657827676834893
10097822,0.0
1010009174,0.0
1010009174,0.0
1010011312,0.0
1010024037,0.0
1010026055,0.91
1010026055,0.91
1010039182,0.7183333333333334
1010039182,0.2828809523809524
1010040460,0.4595238095238095
1010040460,0.4595238095238095
1015468365,0.0
1015468365,0.0
1015468534,0.4714984227089142
1015468534,0.4714984227089142
1015468534,0.4714984227089142
1015469478,0.02
1015469478,0.02
1016005258,0.0
1016005258,0.0
1016005258,0.0
1016019474,0.01
1016028068,0.6694517459664518
1016028068,0.6694517459664518
1016028068,0.6694517459664518
1016030222,0.0
1016037525,0.008214285714285714
1016037525,0.008214285714285714
1016037525,0.008214285714285714
1016053082,0.0
1016063015,0.07
1016063015,0.07
1016063015,0.07
1016069932,0.01
1016069932,0.01
1016072318,0.03
1016072318,0.03
1016079859,0.27966269841269836
1016080922,0.0
1016086328,0.91
1016086328,0.91
1016095363,0.5609122328515863
1016095363,0.5609122328515863
1016095363,0.5609122328515863
1018426108,0.2816666666666666
1018432526,0.0
1018432526,0.0
10184459,0.0
10184459,0.0
1018453924,1.0
1018453924,1.0
1018453924,1.0
1018461542,0.01
1018472472,0.01
1018472472,0.01
1018472472,0.01
1018474279,0.03
1018478097,0.5109989177489179
1018478097,0.5109989177489179
1018478097,0.5109989177489179
1018487679,0.96
1018487679,0.96
1018487679,0.96
1018487955,0.01
1018487955,0.01
1018488252,0.04
1018488252,0.04
1018507371,0.0
1018507371,0.0
10187115,0.07
10189485,0.02
10189485,0.02
10189485,0.02
1019003859,0.01
1019006568,0.01
1019006568,0.01
1019006568,0.01
1022100017,0.0
1022100017,0.0
1022100017,0.0
1022100036,0.0
1022100036,0.0
1022122837,0.0
1022122837,0.0
10221349,0.0
1022324575,0.02
1022326066,1.0
1022326066,1.0
1022326066,1.0
1022330040,0.01
1022330040,0.01
1022330040,0.01
1022338347,0.04
1022338347,0.04
1022343798,0.03
1022343798,0.03
1022343798,0.03
1022349512,0.0
1022349638,0.051666666666666666
1022349638,0.051666666666666666
1022349638,0.051666666666666666
1022350280,0.0
1022350280,0.0
1022350280,0.0
1022356686,0.0038461538461538464
1022356686,0.0038461538461538464
1022357953,0.01
1022371315,0.4566148030253798
1022371315,0.4566148030253798
1022371315,0.4566148030253798
1022371807,0.5077261904761905
1022372637,0.9516666666666667
1022372637,0.9516666666666667
1022372637,0.44611952426658313
1022372935,0.01
1022372935,0.01
1028012154,0.0
1028012601,0.76
1028013462,1.0
1028013538,0.0
1028013711,0.9
1028013711,0.9
1028014034,0.0
1028016378,0.0
1028016378,0.0
1028017575,0.0
1028017575,0.0
1028018837,0.6
1028018918,0.07
1028018918,0.07
1028019601,0.0
1028019601,0.0
1028019601,0.0
1028020100,0.99
1028020100,0.93
1028022777,0.0
1028023500,0.0
1028024093,0.0
1028025287,0.0
1028025287,0.0
1028025445,0.0
1028026254,0.0
1028026254,0.0
1028028038,0.0
1028028460,0.0
1028028460,0.0
1028029561,0.0
1028029916,0.0
1028029916,0.0
1028031508,0.0
1028031508,0.0
1028032078,0.0
1028033518,0.0
1028033802,1.0
1028033802,1.0
1028033802,1.0
1028035561,0.0
1028035788,0.047634136387170296
1035222150,0.006666666666666666
1035222150,0.006666666666666666
1035225445,0.0
1035225445,0.0
1035225445,0.0
1035226000,0.04
1035226235,0.0
1035226235,0.0
1035226550,0.0
1035226915,0.65
1035227390,0.0
1035227390,0.0
1035228731,0.8943333333333334
1035230987,0.01
1035230987,0.01
1035231129,0.02
1035231362,0.0
1035231362,0.06
1035231868,0.02
1035231947,0.01
1035231947,0.01
1035232124,0.04
1035232152,0.003333333333333333
1035232152,0.003333333333333333
1035232388,0.02
1035232388,0.02
1035232614,0.0
1035234889,0.0
1035234889,0.0
1035235746,0.03814285714285714
1035235746,0.03814285714285714
1035235751,0.02
1035235751,0.02
1035235751,0.0
1035236634,0.81
1035236634,0.81
1035302565,0.9466666666666665
1035302565,0.9466666666666665
1035302565,0.9466666666666665
1035302990,0.0
1035302990,0.0
1035304914,0.79
1035305159,0.015
1035305244,0.0
1035305244,0.0
1035390651,0.0
1035390935,0.0
1035390935,0.0
1035391295,0.0
1035391295,0.0
1035391800,0.5675000000000001
1035391800,0.5675000000000001
1035414760,0.0
1035414760,0.0
1035414760,0.0
1035415742,0.04
1035415742,0.04
1035416008,0.0
1035416008,0.0
1035416008,0.0
1035417111,0.0
1035417111,0.0
1035417111,0.0
1035417279,0.13
1035417921,0.0
1035419344,0.02
1035419344,0.02
1035419459,0.0
1035420463,0.0
1035420936,0.0
1035420936,0.0
1035422213,0.01
1035422213,0.01
1035422213,0.01
1036685666,0.0
1036685666,0.0
1036685666,0.0
1036686061,0.0275
1036686061,0.0275
1036686061,0.01
1036778670,0.02
1036778670,0.02
1036778874,0.0
1036781496,0.0
1036782163,0.98
1036782163,0.98
1036782888,0.685
1036782888,0.7190000000000001
1036783149,0.07
1036783149,0.0
1036783149,0.0
1036838386,0.0
1036838386,0.0
1036839780,0.0
1036924899,0.01
1036924899,0.01
1036925522,0.0
1036929422,0.0
1036930960,0.0
1036930960,0.0
1036931270,0.002
1036931270,0.002
1036931584,0.7322567155067157
1036931584,0.8192698412698409
1036931584,0.7322567155067157
1036932552,0.0
1036933857,0.05
1036934463,0.0
1036934463,0.0
1036934463,0.0
1036935297,0.02
1036941531,0.0
1036941531,0.0
1036941531,0.0
1036942581,0.0
1036943818,0.01
1036944939,0.0
1036945392,0.0
1036945392,0.0
1036947908,0.89
1036947908,0.89
1036948128,0.01
1036949367,0.0
1036949525,0.0
1036949525,0.0
1036949525,0.0
1036950152,0.19
1036950551,0.0
1036952422,0.01
1036953056,0.0
1036953417,0.94
1036953417,0.94
1036953417,0.94
1001936719,0.9425
1001936719,0.9425
1001936719,0.9425
1001937655,0.0
1001937655,0.0
1001940534,0.24
1002023679,0.0
1002028590,0.06
1002028590,0.06
1002065498,0.0
1002065498,0.0
1002086218,0.7366666666666666
1002099885,0.01
1002099885,0.01
1002102332,0.5609122328515863
1002102332,0.5609122328515863
1002102332,0.5609122328515863
1002127164,0.4715
1002127164,0.4715
1002130215,1.0
1002130215,1.0
1002130215,1.0
1002158102,0.31
10021687,0.05932001941798777
10021687,0.05932001941798777
1002187504,1.0
1002187504,1.0
1002187504,1.0
1002189736,0.9621666666666667
1002201214,0.94
10022041,0.0
1002208537,0.0
1002208537,0.0
1007538141,1.0
1007538141,1.0
1007538141,1.0
1007544278,0.0
1007544278,0.0
10075639,0.0
10075639,0.0
1007571125,0.06
1007571125,0.06
1007571125,0.01
1007577616,0.0
1007610326,0.0
1007612105,0.65470202020202
1007612105,0.65470202020202
1007612350,0.03
1007612932,0.9730714285714285
1007666649,0.0
1007666649,0.0
1007722747,0.23833333333333329
1007746257,0.01
1007746257,0.01
1007763689,0.9433333333333332
1007763689,0.9433333333333332
1007768361,0.56
1007781426,0.0
1007781426,0.0
1007781426,0.0
1007794848,0.023259817186709643
1007816559,0.0
1007822656,1.0
1007822656,1.0
1007823138,0.0
1007823138,1.0
1007823138,0.0
1007823221,0.975
1007831771,0.3744109941885482
1007831771,0.3744109941885482
1007831771,0.3744109941885482
1014290092,0.96
1014290092,0.96
1014290092,0.96
1014290358,0.0
1014290691,0.01
1014291960,0.01
1014295797,0.05
1014295797,0.05
1014301874,0.07
1014304368,0.01
1014304368,0.01
1014306998,0.02
1014306998,0.02
1014306998,0.02
1015073518,0.708575313575313
1015073518,0.7225711385277945
1015073518,0.708575313575313
1015193192,0.012
1015193192,0.012
1015277605,0.0
1015277605,0.0
1015404110,0.0008
1015404110,0.0008
1015404110,0.0008
1015406329,0.0
1015406329,0.0
1015418280,0.11199999999999999
1015418696,1.0
1015418696,1.0
1015418696,1.0
1015434637,0.0
1015434637,0.0
1015434637,0.0
1015443461,0.0
1015443461,0.0
1015459696,0.02
1015459696,0.02
1015459728,0.0
1015459728,0.0
1015461402,0.01
1015461402,0.01
1015463441,0.0
1015463441,0.0
1015463700,0.0642857142857143
1017262812,0.01
1017262835,0.0
1017262835,0.0
1017263685,0.9433333333333335
1017263685,0.9433333333333335
